,playId,gameId,event,duration,death,prob,xSuccessPocket
328,2813,2021101705,pass,24.0,0.0,0.9592650582287284,0.04073494177127157
329,2925,2021101705,hurry,33.0,1.0,0.7007492155655486,-0.7007492155655486
330,3026,2021101705,pass,26.0,0.0,0.8731507517669493,0.12684924823305066
331,3077,2021101705,pass,21.0,0.0,0.9811738043824405,0.018826195617559494
332,3198,2021101705,pass,25.0,0.0,0.9283412829752605,0.07165871702473947
333,3533,2021101705,pass,26.0,0.0,0.9302158827573466,0.06978411724265343
334,3655,2021101705,pass,24.0,0.0,0.9585669210689548,0.0414330789310452
335,152,2021101706,pass,19.0,0.0,0.9902683347291839,0.009731665270816148
336,404,2021101706,pass,20.0,0.0,0.9914405275995711,0.00855947240042887
337,512,2021101706,pass,33.0,0.0,0.4868064977771264,0.5131935022228735
338,562,2021101706,pass,36.0,0.0,0.5913368142041844,0.4086631857958156
339,629,2021101706,sack,58.0,1.0,0.0761608385275322,-0.0761608385275322
340,712,2021101706,pass,27.0,0.0,0.8231952740831882,0.17680472591681184
341,760,2021101706,pass,33.0,0.0,0.6724092774211993,0.32759072257880073
342,782,2021101706,scramble,28.0,1.0,0.871995902858434,-0.871995902858434
343,886,2021101706,pass,58.0,0.0,0.17049235125661216,0.8295076487433879
344,958,2021101706,pass,29.0,0.0,0.8572768512665636,0.1427231487334364
345,982,2021101706,sack,42.0,1.0,0.3515443625207489,-0.3515443625207489
346,1094,2021101706,pass,18.0,0.0,0.9962140794212254,0.003785920578774582
347,1331,2021101706,pass,30.0,0.0,0.819811857501088,0.18018814249891202
348,1523,2021101706,pass,21.0,0.0,0.9865315598296965,0.013468440170303464
349,1652,2021101706,pass,21.0,0.0,0.9856922145610097,0.01430778543899025
350,1695,2021101706,pass,23.0,0.0,0.9721342528808115,0.027865747119188544
351,1800,2021101706,scramble,38.0,1.0,0.5130415605904668,-0.5130415605904668
352,1861,2021101706,pass,25.0,0.0,0.9099046865113549,0.09009531348864508
353,1908,2021101706,pass,21.0,0.0,0.9904868432211125,0.009513156778887533
354,1932,2021101706,pass,14.0,0.0,1.0,0.0
